URL,Tag,Text
https://docs.dmexpro.com/P&L Projection.html,li,"If you change your mind and don't want to add an P&L Projection click""Cancel"".It takes you back to the P & L Projection Search page."
https://docs.dmexpro.com/P&L Projection.html,li,"To Start Over:Click the ""Clear"" button if you wish to erase all information and begin anew. Please note that once this button is clicked, the entered information will not be saved."
https://docs.dmexpro.com/P&L Projection.html,li,Click theâSubmitâButton
https://docs.dmexpro.com/P&L Projection.html,h4,Submission Of P & L Projection:
https://docs.dmexpro.com/P&L Projection.html,p,"Upon submission of a P & L Projection, the entry will be added, and the screen will be transitioned to edit mode."
https://docs.dmexpro.com/P&L Projection.html,h3,1.2. Search P & L Projection
https://docs.dmexpro.com/P&L Projection.html,h4,Search a P & L Projection - Step-by-Step:
https://docs.dmexpro.com/P&L Projection.html,h4,Step 1: Start Searching:
https://docs.dmexpro.com/P&L Projection.html,li,"On the Search page, you can search in different ways:"
https://docs.dmexpro.com/P&L Projection.html,li,P&L Head: Select the P&L for which you want to search for.
https://docs.dmexpro.com/P&L Projection.html,li,Click the âSearchâ Button.
https://docs.dmexpro.com/P&L Projection.html,h4,Step 2: See the Results:
https://docs.dmexpro.com/P&L Projection.html,p,"After clicking ""Search"", you'll see results:"
https://docs.dmexpro.com/P&L Projection.html,li,"If you searched by P&L Heads you'll find the matching result with Heads, Projection value with an option to view/edit[Refer 12.2.4.3]"
https://docs.dmexpro.com/P&L Projection.html,h3,1.3. Edit P & L Projection
https://docs.dmexpro.com/P&L Projection.html,h4,Edit a P & L Projection Step-by-Step:
https://docs.dmexpro.com/P&L Projection.html,h4,Step 1: Find P&L Projection:
https://docs.dmexpro.com/P&L Projection.html,h4,Step 2: Start Searching [Refer 12.2.4.2]:
https://docs.dmexpro.com/P&L Projection.html,h4,Step 3: Edit Details:
https://docs.dmexpro.com/P&L Projection.html,li,"After searching, you'll see the P & L Projection you want to edit."
https://docs.dmexpro.com/P&L Projection.html,li,"Click ""View/Edit"" next to the P & L Heads to reach the Edit P & L Projection page."
https://docs.dmexpro.com/P&L Projection.html,h4,Step 4: Update Info:
https://docs.dmexpro.com/P&L Projection.html,li,"On the Edit P & L Projection page, you'll see existing details."
https://docs.dmexpro.com/P&L Projection.html,h4,Step 5: Edit P & L Projection Page:
https://docs.dmexpro.com/P&L Projection.html,li,"On the Edit P & L Projection page, you'll find the existing details of the P & L Projection you're editing."
https://docs.dmexpro.com/P&L Projection.html,li,Change details that you like to update in P & L Projection.
https://docs.dmexpro.com/P&L Projection.html,h4,Step 5: Submit/Cancel:
https://docs.dmexpro.com/P&L Projection.html,li,Click theâSubmitâButton.
https://docs.dmexpro.com/P&L Projection.html,h4,Submission Of P & L Projection:
https://docs.dmexpro.com/P&L Projection.html,p,"Upon submission of a P & L Projection, the entry will be updated, and the screen will transition to the editing mode."
https://docs.dmexpro.com/P&L Projection.html,p,"Note: In the P & L Projection screen, there are two methods to add projection values for parent heads:"
https://docs.dmexpro.com/P&L Projection.html,li,Manual Entry:You can manually add projection values for parent heads by following the above steps.
https://docs.dmexpro.com/P&L Projection.html,li,You can manually add projection values for parent heads by following the above steps.
https://docs.dmexpro.com/P&L Projection.html,li,"Template Generation and Upload:Alternatively, you have the option to generate a projection template from the P&L Projection search screen by clicking the 'Generate Projection Template' button.After generating the template, you can add projection values against each parent head in the template.Finally, you can upload the completed projection sheet by clicking the 'Upload Projection Sheet' button."
https://docs.dmexpro.com/P&L Projection.html,li,"Alternatively, you have the option to generate a projection template from the P&L Projection search screen by clicking the 'Generate Projection Template' button."
https://docs.dmexpro.com/P&L Projection.html,li,"After generating the template, you can add projection values against each parent head in the template."
https://docs.dmexpro.com/P&L Projection.html,li,"Finally, you can upload the completed projection sheet by clicking the 'Upload Projection Sheet' button."
https://docs.dmexpro.com/zone.html,h2,5S Zone
https://docs.dmexpro.com/zone.html,h3,Before You Begin
https://docs.dmexpro.com/zone.html,li,"To get started, make sure you have your username and password ready."
https://docs.dmexpro.com/zone.html,li,"Once you log in, you will land on the welcome screen."
https://docs.dmexpro.com/zone.html,h4,1.1 Add 5S Zone
https://docs.dmexpro.com/zone.html,h3,Add a 5S Zone - Step-by-Step
https://docs.dmexpro.com/zone.html,p,Step 1:Reach the 5S Zone
https://docs.dmexpro.com/zone.html,li,"From the main side menu, click on ""5S"", then go to ""Master"", and finally choose ""5S Zone"". This will open the 5S Zone Search page."
https://docs.dmexpro.com/zone.html,p,Step 2:Adding a 5S Zone
https://docs.dmexpro.com/zone.html,li,"Located at the top-right corner of the 5S Zone Search page, there is an ""Add Zone"". Click on this button to proceed."
https://docs.dmexpro.com/zone.html,p,Step 3:Fill in details
https://docs.dmexpro.com/zone.html,p,The Add Zone page will open after clicking the 'Add Zone' button. Complete the following information:
https://docs.dmexpro.com/zone.html,li,Zone Name: [Textfield] (Mandatory) Enter the name of the zone.
https://docs.dmexpro.com/zone.html,li,Zone Leader: [Single drop down] (Mandatory) Select the Leader Name.
https://docs.dmexpro.com/zone.html,li,Zone Area: [Text Field] (Mandatory) Enter the name of the Zone Area.
https://docs.dmexpro.com/zone.html,li,Zone Co-Ordinator: [Dropdown] (Mandatory)Select the employee who are all the Co-Ordinators for the zone.
https://docs.dmexpro.com/zone.html,li,"Important Note: All fields with a (*) are mandatory, so remember to fill them all."
https://docs.dmexpro.com/zone.html,p,Step 4: Submit or Clear:
https://docs.dmexpro.com/zone.html,li,ADD:Enter Zone Area and Zone Co-Ordinator. Click the ADD button to store the Area and Co-Ordinator List.
https://docs.dmexpro.com/zone.html,li,Area and Co-Ordinator list:You can edit or remove the Zone Area and Co-Ordinator Combination.
https://docs.dmexpro.com/zone.html,li,"Submit:To save the Zone Master, Area, and Co-Ordinator List data."
https://docs.dmexpro.com/zone.html,li,"Clear:This Screen has Two Clear buttons. One Clear button works to clear the master data, and the next one is to clear the Zone area and Co-Ordinator data."
https://docs.dmexpro.com/zone.html,p,Step 5: Going Back:
https://docs.dmexpro.com/zone.html,li,"If you change your mind and don't want to add a 5S Zone place, click ""Cancel."" This takes you back to the Places 5S Zone Search page."
https://docs.dmexpro.com/zone.html,h4,1.2 Search 5S Zone
https://docs.dmexpro.com/zone.html,h3,Search a 5S Zone - Step-by-Step
https://docs.dmexpro.com/zone.html,p,Step 1:Start Searching
https://docs.dmexpro.com/zone.html,p,"5S Zone Search page, you can search in different ways:"
https://docs.dmexpro.com/zone.html,li,Zone Name:(Single drop-down) Select the Zone Name.
https://docs.dmexpro.com/zone.html,li,Zone Leader:(Single drop-down) Select the Zone Leader's Name.
https://docs.dmexpro.com/zone.html,li,No Field Selected(Blank Search):Click the Search button without selecting any values. Returns all records without any filtering.
https://docs.dmexpro.com/zone.html,li,Only Zone Selected:Select a value from the Zone dropdown and click Search. Returns all records matching the selected Zone.
https://docs.dmexpro.com/zone.html,li,Only Leader Selected:Select a value from the Leader dropdown and click Search. Returns all records assigned to the selected Leader across all Zones.
https://docs.dmexpro.com/zone.html,li,"Both Zone and Leader Selected:Select a value in the Zone and Leader dropdowns, then click Search. Returns only records that match both the selected Zone and Leader."
https://docs.dmexpro.com/zone.html,h4,1.3 Edit 5S Zone
https://docs.dmexpro.com/zone.html,h3,Edit a 5S Zone - Step-by-Step
https://docs.dmexpro.com/zone.html,p,Step 1:Start Searching
https://docs.dmexpro.com/zone.html,p,Step 2:Edit Details
https://docs.dmexpro.com/zone.html,p,"After searching, you'll see the 5S Zone you want to edit."
https://docs.dmexpro.com/zone.html,li,"Click ""View/Edit"" next to the S.No to reach the Edit 5S Zone page."
https://docs.dmexpro.com/zone.html,p,Step 3:Update Info
https://docs.dmexpro.com/zone.html,p,"On the Edit 5S Zone page, you'll see existing details."
https://docs.dmexpro.com/zone.html,li,A: Modify Existing Area & Co-Ordinators Data:
https://docs.dmexpro.com/zone.html,li,Users can edit the existing Area or assigned Co-Ordinator from the current list.
https://docs.dmexpro.com/zone.html,li,"Upon editing, the system will check for duplicates"
https://docs.dmexpro.com/zone.html,li,B:Add New Area & Co-Ordinator Entries:
https://docs.dmexpro.com/zone.html,li,Users can add new Area-Co-Ordinator pairs using an âAddâ button or section.
https://docs.dmexpro.com/zone.html,li,"If the combination is unique, it is added to the working list."
https://docs.dmexpro.com/zone.html,li,"If it already exists, the system blocks the change."
https://docs.dmexpro.com/zone.html,li,C:Remove New (Unsaved) Area & Co-Ordinator Entries:
https://docs.dmexpro.com/zone.html,li,Only new entries added in the current session can be removed.
https://docs.dmexpro.com/zone.html,li,Existing records cannot be removed through this screen.
https://docs.dmexpro.com/zone.html,li,Deleted items from the new list are immediately removed from the UI and memory.
https://docs.dmexpro.com/zone.html,li,D:Submit: Final Validation and Save:
https://docs.dmexpro.com/zone.html,li,"Upon clicking Submit, the system performs a final duplicate check across."
https://docs.dmexpro.com/zone.html,li,"If no duplicates are found, all updates are saved to the system."
https://docs.dmexpro.com/zone.html,p,"That's it! You've learned how to ADD, SEARCH, and EDIT 5S Zone using the DMeX app. If you need help, contact the support team."
https://docs.dmexpro.com/user.html,h2,User
https://docs.dmexpro.com/user.html,h3,Before You Begin
https://docs.dmexpro.com/user.html,li,"To get started, make sure you have your username and password ready."
https://docs.dmexpro.com/user.html,li,"Once you log in, you will land on the welcome screen."
https://docs.dmexpro.com/user.html,h4,1.1 Add User
https://docs.dmexpro.com/user.html,h3,Add a User - Step-by-Step
https://docs.dmexpro.com/user.html,p,Step 1:Reach the User
https://docs.dmexpro.com/user.html,li,"From the main Side menu, click on ""HR & Administration,"" then go to ""Masters,"" and finally choose ""Users"" This will open theUserâs Search page."
https://docs.dmexpro.com/user.html,p,Step 2:Adding a User
https://docs.dmexpro.com/user.html,li,"On the top right of the User Search page, you'll see an ""Add User"" button. Click this button."
https://docs.dmexpro.com/user.html,p,Step 3:Fill in details
https://docs.dmexpro.com/user.html,p,"Upon clicking the âAdd User button, the Add User will open. Complete the following information:"
https://docs.dmexpro.com/user.html,li,First Name: [Textfield] (Mandatory) Enter the first name of the user.
https://docs.dmexpro.com/user.html,li,Last Name: [Textfield] (Mandatory) Enter the last name of the user.
https://docs.dmexpro.com/user.html,li,UserName: [Textfield](Mandatory) Enter the user name for the user.
https://docs.dmexpro.com/user.html,li,Note:The user name is the one which the user uses while logging in the application.
https://docs.dmexpro.com/user.html,li,Roles: [Dropdown] (Mandatory)Select the specific roles that are to be given for the user.
https://docs.dmexpro.com/user.html,li,Active: [Dropdown](Mandatory)Select the status of the user whether the user is active or not
https://docs.dmexpro.com/user.html,li,E-mail Id : [Text Field](Mandatory)Enter the valid email id of the user
https://docs.dmexpro.com/user.html,li,Password : [Text Field](Mandatory)Enter the password of the user.
https://docs.dmexpro.com/user.html,li,Note:The password should be of 6 to 12 characters.
https://docs.dmexpro.com/user.html,li,Info Graphics/Graph: [Dropdown] (Mandatory) Select the info graphics/charts that should be visible or accessible for the user.
https://docs.dmexpro.com/user.html,li,Click the âSubmitâ button.
https://docs.dmexpro.com/user.html,p,Submission Of User
https://docs.dmexpro.com/user.html,li,"Upon submission of a User, the entry will be added and the screen will transition to the editing mode."
https://docs.dmexpro.com/user.html,li,"If you change your mind and don't want to add a User, click ""Cancel"" it takes you back to the User Search page."
https://docs.dmexpro.com/user.html,li,"To Start Over:Click the ""Clear"" button if you wish to erase all information and begin anew. Please note that once this button is clicked, the entered information will not be saved."
https://docs.dmexpro.com/user.html,h4,1.2  Search User
https://docs.dmexpro.com/user.html,h3,Search a User - Step-by-Step
https://docs.dmexpro.com/user.html,p,Step 1:Start Searching
https://docs.dmexpro.com/user.html,p,"On the User Search page, you can search in different ways:"
https://docs.dmexpro.com/user.html,li,User Name:Enter the User name for which you want to search for.
https://docs.dmexpro.com/user.html,li,Click the âSearchâ Button.
https://docs.dmexpro.com/user.html,p,Step 2:See the Results
https://docs.dmexpro.com/user.html,p,"After clicking ""Search,"" you'll see results:"
https://docs.dmexpro.com/user.html,li,"If you searched by User name you'll find the matching result with First Name,Last Name and  User name with an option to View/Edit [Refer 2.2.6.3]"
https://docs.dmexpro.com/user.html,h4,1.3 Edit User
https://docs.dmexpro.com/user.html,h3,Edit a User - Step-by-Step
https://docs.dmexpro.com/user.html,p,Step 1:Find User
https://docs.dmexpro.com/user.html,p,Step 2:Start Searching
https://docs.dmexpro.com/user.html,p,Step 3:Edit Details
https://docs.dmexpro.com/user.html,p,"After searching, you'll see the User you want to edit."
https://docs.dmexpro.com/user.html,li,"Click ""View/Edit"" next to that first Name to reach the Edit User page."
https://docs.dmexpro.com/user.html,p,Step 4:Update Info
https://docs.dmexpro.com/user.html,li,"On the Edit  User  page, you'll see existing details"
https://docs.dmexpro.com/user.html,li,Note:In the User edit screen we will not have the password field .
https://docs.dmexpro.com/user.html,p,Step 5:Submit/Cancel
https://docs.dmexpro.com/user.html,li,"After editing, review your changes."
https://docs.dmexpro.com/user.html,li,"When you're ready, click ""Submit"" to save the updates."
https://docs.dmexpro.com/user.html,p,"That's it! You've learned how to ADD, SEARCH, EDIT a plant using the DMeX app. If you need help, contact the support team."
https://docs.dmexpro.com/places.html,h2,Places
https://docs.dmexpro.com/places.html,h3,Before You Begin
https://docs.dmexpro.com/places.html,li,"To get started, make sure you have your username and password ready."
https://docs.dmexpro.com/places.html,li,"Once you log in, you will land on the welcome screen."
https://docs.dmexpro.com/places.html,h3,1.1  ADD PLACES- Step-by-Step
https://docs.dmexpro.com/places.html,p,Step 1:Reach the Places
https://docs.dmexpro.com/places.html,li,"From the main side menu, click on ""Sales,"" then go to ""Masters,"" and finally choose ""Places"" This will open the Places Search page."
https://docs.dmexpro.com/places.html,p,Step 2:Adding a Place
https://docs.dmexpro.com/places.html,li,"Located at the top-right corner of the Places Search page, there is an âAdd Placesâ button. Simply click on this button to proceed."
https://docs.dmexpro.com/places.html,p,Step 3:Fill in details
https://docs.dmexpro.com/places.html,li,"Upon clicking the 'Add Places' button, the Add Places page will open. Complete the following information:"
https://docs.dmexpro.com/places.html,li,"Type: The ""Type"" dropdown offers a choice between ""Country,"" ""City,"" and ""Supply Place."" This selection helps categorize and distinguish the nature of the information being entered based on its geographical relevance. This is a mandatory field."
https://docs.dmexpro.com/places.html,li,"Description: The ""Description"" field enables users to provide a concise textual overview of the entity being recorded. This description offers clarity and context to identify and differentiate between different geographic entities. This is a mandatory field."
https://docs.dmexpro.com/places.html,li,"Code: In the ""Code"" field, users can input the specific alphanumeric code associated with the city or country. This code serves as a unique identifier, such as an international country code or a city-specific code, aiding in streamlined record-keeping and referencing within the system. This is a mandatory field."
https://docs.dmexpro.com/places.html,li,"Important Note: All fields with a (*) are mandatory, so remember to fill them all."
https://docs.dmexpro.com/places.html,p,Step 4:Save or Clear
https://docs.dmexpro.com/places.html,li,"Save: To retain the information, select ""Submit."" This action will include the places with the provided details. After saving, the entry will be added and the screen will transition to the editing mode"
https://docs.dmexpro.com/places.html,li,"To Start Over: Click the ""Clear"" button if you wish to erase all information and begin anew. Please note that once this button is clicked, the entered information will not be saved."
https://docs.dmexpro.com/places.html,p,Step 5:Going Back
https://docs.dmexpro.com/places.html,li,"If you change your mind and don't want to add a places, click ""Cancel."" This takes you back to the Places Search page."
https://docs.dmexpro.com/places.html,h4,1.2  SEARCH PLACES
https://docs.dmexpro.com/places.html,h3,Search a Place - Step-by-Step
https://docs.dmexpro.com/places.html,p,Step 1:Start Searching
https://docs.dmexpro.com/places.html,p,"On the Places Search page, you can search in different ways:"
https://docs.dmexpro.com/places.html,li,"By Type : The ""Type"" dropdown offers the options of ""Country,"" ""City,"" and ""Supply Place."" This selection allows you to categorize the entry based on its geographical significance, whether it's a country, city, or supply place."
https://docs.dmexpro.com/places.html,li,By Description: Type the description.
https://docs.dmexpro.com/places.html,li,"For All: If you don't have a specific name or code, just click ""Search"" to see all customers."
https://docs.dmexpro.com/places.html,p,Step 2:See the Results
https://docs.dmexpro.com/places.html,p,"After clicking ""Search,"" you'll see results:"
https://docs.dmexpro.com/places.html,li,"If you search by Places, or Description you will find the matching Places."
https://docs.dmexpro.com/places.html,h4,1.3 EDIT PLACES
https://docs.dmexpro.com/places.html,h3,Edit a Place - Step-by-Step
https://docs.dmexpro.com/places.html,p,Step 1:Find Places Edit
https://docs.dmexpro.com/places.html,p,Step 2:Start Editing
https://docs.dmexpro.com/places.html,p,"On the Places Search, you can edit Places:"
https://docs.dmexpro.com/places.html,li,By Type or Description: Type the Type or Description.
https://docs.dmexpro.com/places.html,li,"Click Search: Press ""Search"" to find the Place you want to edit."
https://docs.dmexpro.com/places.html,p,Step 3:Edit Details
https://docs.dmexpro.com/places.html,li,"After clicking ""Search,"" you'll see results"
https://docs.dmexpro.com/places.html,li,"Click ""View/Edit"" next to that customer to reach the Edit Places page."
https://docs.dmexpro.com/places.html,p,Step 4:Update Info
https://docs.dmexpro.com/places.html,li,"On the Edit Places page, you'll see existing details."
https://docs.dmexpro.com/places.html,p,"That's it! You've learned how to ADD, SEARCH, EDIT a customer using the DMeX app. If you need help, contact the support team."
https://docs.dmexpro.com/creditNote.html,h2,CREDIT NOTE
https://docs.dmexpro.com/creditNote.html,h3,Before You Begin
https://docs.dmexpro.com/creditNote.html,li,"To get started, ensure you have your username and password ready"
https://docs.dmexpro.com/creditNote.html,li,"Once logged in, you will land on the welcome screen"
https://docs.dmexpro.com/creditNote.html,p,"Note: This screen is specifically designed to help users search, edit credit note records
        enhancing users ability to find accurate results efficiently."
https://docs.dmexpro.com/creditNote.html,h3,1.1 SEARCH FOR CREDIT NOTES:
https://docs.dmexpro.com/creditNote.html,h4,Step 1: ACCESS THE CREDIT NOTE SECTION
https://docs.dmexpro.com/creditNote.html,li,"1. Navigate to the main menu and click on ""Accounts"""
https://docs.dmexpro.com/creditNote.html,li,"2. Go to ""Operations"" and select ""Credit Note"""
https://docs.dmexpro.com/creditNote.html,h4,Step 2: UNDERSTANDING THE SEARCH FIELDS
https://docs.dmexpro.com/creditNote.html,p,The Credit Note Search Screen allows users to generate detailed reports by applying filters across various parameters.
https://docs.dmexpro.com/creditNote.html,li,Dispatch Type:(Single-select dropdown) defines the type of dispatch being processed. Available options include Invoice Out and Customer Job Work Out.
https://docs.dmexpro.com/creditNote.html,li,"Customer:(Multi-select dropdown) allows the user to select one or more customers from the list, enabling efficient filtering and selection for large customer datasets."
https://docs.dmexpro.com/creditNote.html,li,Credit Note Number:(Text field) allows the user manually enter the credit note number to ensure accurate identification of credit notes related to the dispatch.
https://docs.dmexpro.com/creditNote.html,li,Credit Note From Date:This date picker field is pre-populated with the start date of the current month and is used to define the beginning of the credit note period.
https://docs.dmexpro.com/creditNote.html,li,Credit Note To Date:This date picker field is pre-populated with the current date and is used to define the end of the credit note period for filtering records.
https://docs.dmexpro.com/creditNote.html,p,"By using these filters effectively, users can efficiently find credit note records helping streamline the process of reviewing and auditing credit notes."
https://docs.dmexpro.com/creditNote.html,h4,STEP 3: START SEARCHING
https://docs.dmexpro.com/creditNote.html,p,"Once all necessary inputs are provided, click on Search to generate the report"
https://docs.dmexpro.com/creditNote.html,li,"Clicking on Search will fetch the Credit note records based on the selected filters, enabling users to quickly narrow down data according to their needs."
https://docs.dmexpro.com/creditNote.html,li,"Clear Functionality: Selecting Clear will reset all the applied filters to their default values, ensuring a clean slate for a new search."
https://docs.dmexpro.com/creditNote.html,li,"By leveraging these features, users can effortlessly tailor the Credit Note to their specific needs, enhancing overall compatibility and usability"
https://docs.dmexpro.com/creditNote.html,h4,STEP 4: UNDERSTANDING SEARCH RESULTS TABLES:
https://docs.dmexpro.com/creditNote.html,p,The Credit Note Search Results Table displays detailed records based on the applied filters. Below is an explanation of each column and its relevance:
https://docs.dmexpro.com/creditNote.html,li,View/Edit:This column allows users to view or edit a specific credit note record.
https://docs.dmexpro.com/creditNote.html,li,Generate Credit Note:This option creates a PDF document for a selected credit note.
https://docs.dmexpro.com/creditNote.html,li,Customer:Displays the Customer's name associated with the credit note.
https://docs.dmexpro.com/creditNote.html,li,Dispatch Type:Shows the Dispatch Type associated with the credit note.
https://docs.dmexpro.com/creditNote.html,li,Credit Note Number:Displays the unique credit note number for each record.
https://docs.dmexpro.com/creditNote.html,li,Credit Date:Shows the date when the credit note was created or issued.
https://docs.dmexpro.com/creditNote.html,li,"Status:Displays the status of the credit notes (e.g., ""Draft"", ""Approved"", ""Closed"", ""Pending"")"
https://docs.dmexpro.com/creditNote.html,h3,1.2  ADDING CREDIT NOTES:
https://docs.dmexpro.com/creditNote.html,p,"On the Credit Note Search page, there is an ""Add Credit Note"" button located on the top-right corner of the screen. Clicking on this button opens a new screen designed specifically for creating a new credit note."
https://docs.dmexpro.com/creditNote.html,h4,"Step 1: UNDERSTANDING THE FIELDS ON THE ""CREATE CREDIT NOTE"" SCREEN:"
https://docs.dmexpro.com/creditNote.html,li,"Outward / Dispatch Type:(Single select dropdown) Allows the user to choose the type of dispatch (e.g.,Invoice Out,Customer Job Work Out)."
https://docs.dmexpro.com/creditNote.html,li,"Customer:(Single select dropdown) Allows the user to select a specific customer, useful for filtering credit notes related to a customer."
https://docs.dmexpro.com/creditNote.html,li,Plant:(Single select dropdown) Enables the user to select the relevant plant for the transaction. The available plant options are based on the selected Customer.
https://docs.dmexpro.com/creditNote.html,li,Invoice / DC Number:(Multi-select dropdown) Allows the user to select invoice numbers from existing records.
https://docs.dmexpro.com/creditNote.html,li,Debit Note Number:(Text field) Lets the user input a unique debit note number.
https://docs.dmexpro.com/creditNote.html,li,Debit Note Date:Date picker field for selecting the date associated with the debit note.
https://docs.dmexpro.com/creditNote.html,li,Credit Note Number:(Text input field) Used to enter a unique credit note number.
https://docs.dmexpro.com/creditNote.html,li,Credit Note Date:Date picker field for selecting the date associated with the credit note.
https://docs.dmexpro.com/creditNote.html,li,CGST:(Numeric field) Allows input of the percentage of Central Goods and Services Tax (CGST) applicable.
https://docs.dmexpro.com/creditNote.html,li,SGST:(Numeric field) Allows input of the percentage of State Goods and Services Tax (SGST) applicable.
https://docs.dmexpro.com/creditNote.html,li,IGST:(Numeric field) Allows input of the percentage of Integrated Goods and Services Tax (IGST) applicable.
https://docs.dmexpro.com/creditNote.html,li,Freight Charge:(Numeric input field) Used to enter the freight charges associated with the dispatch.
https://docs.dmexpro.com/creditNote.html,li,Notes:(Text area) Provides space for adding additional notes or descriptions related to the credit note.
https://docs.dmexpro.com/creditNote.html,li,Remarks:(Text area) Enables the user to add extra remarks or comments about the credit note.
https://docs.dmexpro.com/creditNote.html,p,"At the bottom of the fields, there are action buttons:"
https://docs.dmexpro.com/creditNote.html,li,Draft:Saves the entered details as a draft for later editing or submission without finalizing the credit note.
https://docs.dmexpro.com/creditNote.html,li,Approve:Finalizes the credit note and marks it as approved for processing.
https://docs.dmexpro.com/creditNote.html,li,Cancel:Clears the entered details and exits the current screen without saving any changes.
https://docs.dmexpro.com/creditNote.html,li,"Get Line Items:Retrieves the line items based on the selectedDispatch Type,Customer,Plant, andInvoice Number. These fields are mandatory to click this button."
https://docs.dmexpro.com/creditNote.html,li,"Clear:Resets the selections forCustomer,Plant, andInvoice Numberfields, allowing the user to start fresh."
https://docs.dmexpro.com/creditNote.html,h4,Step 2: UNDERSTANDING FIELD VALIDATIONS:
https://docs.dmexpro.com/creditNote.html,li,"Mandatory Fields:On the Create Credit Note screen, the mandatory fields areDispatch Type,Customer,Plant,Invoice Number,Debit Note Number,Debit Note Date,Credit Note Number, andCredit Note Date."
https://docs.dmexpro.com/creditNote.html,li,"Invoice Number Dependency:TheInvoice Numberdropdown remains empty untilDispatch Type,Customer, andPlantfields are selected. This ensures that users cannot select an invoice number unrelated to the selected customer or plant."
https://docs.dmexpro.com/creditNote.html,li,"Tax Selection Logic:IfCGSTandSGSTare selected, thenIGSTis disabled; ifIGSTis selected,CGSTandSGSTare disabled."
https://docs.dmexpro.com/creditNote.html,li,"Search Functionality:Clicking on theSearchbutton fetches credit note records based on selected filters, enabling users to narrow down data based on their needs."
https://docs.dmexpro.com/creditNote.html,li,"Clear Functionality:Selecting theClearbutton resets all the applied filters to their default values, ensuring a clean slate for a new search."
https://docs.dmexpro.com/creditNote.html,li,"Get Line Items Dependency:The fieldsDispatch Type,Customer,Plant, andInvoice Numberare mandatory to use theGet Line Itemsbutton. Other mandatory fields are required only when using theDraftorApprovebuttons."
https://docs.dmexpro.com/creditNote.html,h4,Step 3: ADDING NEW CREDIT NOTE:
https://docs.dmexpro.com/creditNote.html,p,"After filling the mandatory fields, click on ""Get Line Items"" to fetch the line items based on the selected filters"
https://docs.dmexpro.com/creditNote.html,p,"Once clicked, it will display the following columns to fill:"
https://docs.dmexpro.com/creditNote.html,li,S.No:Serial number of the line item
https://docs.dmexpro.com/creditNote.html,li,Part Name:Name of the part in the selected invoice
https://docs.dmexpro.com/creditNote.html,li,Outward Quantity:The quantity of items received
https://docs.dmexpro.com/creditNote.html,li,Already Credit Quantity:Quantity already credited for this product
https://docs.dmexpro.com/creditNote.html,li,"Credit Category:(Mandatory) Category under which the credit is classified such as part, process and so on"
https://docs.dmexpro.com/creditNote.html,li,"Part Received Status:(Mandatory) Status of the dispatch for the respective product such as Received, Not received, Product sent to scrap and so on"
https://docs.dmexpro.com/creditNote.html,li,Credit Reason:(Mandatory)Text field for reason on initiating the credit note
https://docs.dmexpro.com/creditNote.html,li,Actual credit Quantity:(Mandatory) Quantity being credited in the current transaction
https://docs.dmexpro.com/creditNote.html,li,"Unit:(Mandatory) Unit of measurement for the product (e.g., number, percent, meter)"
https://docs.dmexpro.com/creditNote.html,li,HSN Code:(Mandatory) Code for the product
https://docs.dmexpro.com/creditNote.html,li,Rate Per Unit:(Mandatory) Price per unit of the product
https://docs.dmexpro.com/creditNote.html,li,Total Value:The total amount is derived by summing up Rate per Unit Ã Actual Credit Quantity
https://docs.dmexpro.com/creditNote.html,li,"Total Amount:Total calculated value for the credit quantity, incorporating by (Rate per Unit Ã Actual Credit Quantity) + Freight Charges"
https://docs.dmexpro.com/creditNote.html,li,"Applicable CGST, SGST or IGST percentages based on the selections. The total amount is derived by summing up these components to provide final credit amount"
https://docs.dmexpro.com/creditNote.html,li,"The mandatory fields that need to be filled to enable the Draft and Approve buttons are Credit Category, Part Received Status, Credit Reason, Actual Credit Quantity, Unit, HSN Code, and Rate Per Unit"
https://docs.dmexpro.com/creditNote.html,li,Click the Draft or Approve button saves the changes and redirects back to the search page
https://docs.dmexpro.com/creditNote.html,h3,1.3 EDIT CREDIT NOTES:
https://docs.dmexpro.com/creditNote.html,p,"Once you have performed a search and records are displayed based on your filters, you can edit any existing credit note directly from the search results"
https://docs.dmexpro.com/creditNote.html,p,"In the table view, you will see a ""View/Edit"" option for each credit note record. Clicking on ""View/Edit"" will open the selected credit note to modify the existing information"
https://docs.dmexpro.com/creditNote.html,p,"In the edit screen, you can modify the fields such as Dispatch Type, Customer, Credit Note Number, Date, and other relevant details. If the credit note is approved then below the fields, you'll find options for:"
https://docs.dmexpro.com/creditNote.html,li,Approve:Click to approve the credit note.
https://docs.dmexpro.com/creditNote.html,li,Cancel Credit Note:Click to cancel the credit note.
https://docs.dmexpro.com/creditNote.html,li,Cancel:Click to discard the changes and return to the search screen.
https://docs.dmexpro.com/creditNote.html,h4,Step 1: ADDING PAYMENT DETAILS:
https://docs.dmexpro.com/creditNote.html,p,"In the edit screen, there is an extra field called ""Payment Details"" which is a table used to manage payment-related information."
https://docs.dmexpro.com/creditNote.html,li,S.No:Serial number of the payment entry.
https://docs.dmexpro.com/creditNote.html,li,Delete:A button to delete a row in the payment details table.
https://docs.dmexpro.com/creditNote.html,li,Payment Method:A single select dropdown with options like Paid or Amount Reduced from PO. This field is mandatory.
https://docs.dmexpro.com/creditNote.html,li,"Reference Number (If Reduced):A field where you enter the reference number if the payment method is ""Amount Reduced from PO""."
